C02451V02968,REGION,C02447V03042,SchoolProgramme,TLIST(A1),Year,STATISTIC,Statistic Label,UNIT,VALUE,NumberOfClasses, NumberOfPupils
182,Waterford County,11,All mainstream national school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,6550,,6550
182,Waterford County,11,All mainstream national school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,6723,,6723
182,Waterford County,11,All mainstream national school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,6886,,6886
182,Waterford County,11,All mainstream national school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,7199,,7199
182,Waterford County,11,All mainstream national school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,7427,,7427
182,Waterford County,11,All mainstream national school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,7497,,7497
182,Waterford County,11,All mainstream national school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,7478,,7478
182,Waterford County,11,All mainstream national school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,7598,,7598
182,Waterford County,11,All mainstream national school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,7670,,7670
182,Waterford County,11,All mainstream national school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,7837,,7837
182,Waterford County,11,All mainstream national school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,7899,,7899
182,Waterford County,11,All mainstream national school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,7991,,7991
182,Waterford County,11,All mainstream national school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,8007,,8007
182,Waterford County,11,All mainstream national school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,11,All mainstream national school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,11,All mainstream national school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,11,All mainstream national school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,11,All mainstream national school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,15,,15
182,Waterford County,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,17,,17
182,Waterford County,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,19,,19
182,Waterford County,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,22,,22
182,Waterford County,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,23,,23
182,Waterford County,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,25,,25
182,Waterford County,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,28,,28
182,Waterford County,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,27,,27
182,Waterford County,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,43,,43
182,Waterford County,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,45,,45
182,Waterford County,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,36,,36
182,Waterford County,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,26,,26
182,Waterford County,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,28,,28
182,Waterford County,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,34,,34
182,Waterford County,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,44,,44
182,Waterford County,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,46,,46
182,Waterford County,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,18,,18
182,Waterford County,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,18,,18
182,Waterford County,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,24,,24
182,Waterford County,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,28,,28
182,Waterford County,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,30,,30
182,Waterford County,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,40,,40
182,Waterford County,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,122,Pupils in special national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,53,,53
182,Waterford County,122,Pupils in special national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,56,,56
182,Waterford County,122,Pupils in special national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,54,,54
182,Waterford County,122,Pupils in special national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,49,,49
182,Waterford County,122,Pupils in special national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,45,,45
182,Waterford County,122,Pupils in special national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,40,,40
182,Waterford County,122,Pupils in special national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,38,,38
182,Waterford County,122,Pupils in special national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,40,,40
182,Waterford County,122,Pupils in special national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,38,,38
182,Waterford County,122,Pupils in special national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,41,,41
182,Waterford County,122,Pupils in special national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,43,,43
182,Waterford County,122,Pupils in special national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,45,,45
182,Waterford County,122,Pupils in special national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,45,,45
182,Waterford County,122,Pupils in special national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,39,,39
182,Waterford County,122,Pupils in special national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,46,,46
182,Waterford County,122,Pupils in special national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,49,,49
182,Waterford County,122,Pupils in special national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,51,,51
182,Waterford County,122,Pupils in special national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,50,,50
182,Waterford County,122,Pupils in special national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,49,,49
182,Waterford County,122,Pupils in special national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,50,,50
182,Waterford County,122,Pupils in special national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,50,,50
182,Waterford County,122,Pupils in special national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,49,,49
182,Waterford County,122,Pupils in special national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,53,,53
182,Waterford County,122,Pupils in special national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,122,Pupils in special national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,122,Pupils in special national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,122,Pupils in special national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,122,Pupils in special national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
191,Galway City,1,All first level school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,7093,,7093
191,Galway City,1,All first level school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,6903,,6903
191,Galway City,1,All first level school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,6795,,6795
191,Galway City,1,All first level school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,6681,,6681
191,Galway City,1,All first level school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,6540,,6540
191,Galway City,1,All first level school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,6369,,6369
191,Galway City,1,All first level school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,6228,,6228
191,Galway City,1,All first level school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,6189,,6189
191,Galway City,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,6194,,6194
191,Galway City,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,6110,,6110
191,Galway City,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,6168,,6168
